
3555181.115536,4775684.813718,2294018.521309
3551250.885689,4778604.079154,2294026.836164
3547318.256614,4781520.111716,2294035.151015
3543383.230972,4784432.909432,2294043.465861
3539445.811420,4787342.470329,2294051.780702
3535506.000621,4790248.792439,2294060.095539
3531563.801237,4793151.873795,2294068.410372
3527619.215932,4796051.712431,2294076.725200
3523672.247373,4798948.306385,2294085.040023
3519722.898227,4801841.653696,2294093.354842
3515771.171164,4804731.752407,2294101.669657
3511817.068854,4807618.600561,2294109.984466
3507860.593971,4810502.196205,2294118.299272
3503901.749187,4813382.537386,2294126.614073
3499940.537180,4816259.622155,2294134.928869
3495976.960625,4819133.448566,2294143.243660
3492011.022203,4822004.014672,2294151.558448

3710512.184160,-4483698.057589,2612855.650534
3714106.997393,-4480415.405926,2613375.650785
3717699.036834,-4477129.715933,2613895.629914
3721288.299808,-4473840.989835,2614415.587917
3724874.783637,-4470549.229858,2614935.524790
3728458.485648,-4467254.438230,2615455.440528
3732039.403168,-4463956.617183,2615975.335127
3735617.533526,-4460655.768951,2616495.208584
3739192.874054,-4457351.895768,2617015.060893
3742765.422084,-4454044.999874,2617534.892051
3746335.174950,-4450735.083509,2618054.702054
3749902.129987,-4447422.148917,2618574.490897
3753466.284534,-4444106.198343,2619094.258576
3757027.635929,-4440787.234034,2619614.005087
3760586.181513,-4437465.258242,2620133.730426
3764141.918629,-4434140.273219,2620653.434589
3767694.844621,-4430812.281220,2621173.117571

62092.496365,-134315.007841,6360042.686498
65326.198653,-130639.664876,6360086.554561
68444.947725,-126866.287006,6360129.852543
71444.190797,-122997.241310,6360172.580439
74319.331087,-119035.103451,6360214.738246
77065.732876,-114982.667524,6360256.325960
79678.727173,-110842.956285,6360297.343578
82153.618044,-106619.231743,6360337.791096
84485.689659,-102315.006145,6360377.668511
86670.214125,-97934.053322,6360416.975818
88702.460176,-93480.420432,6360455.713015
90577.702797,-88958.440066,6360493.880099
92291.233857,-84372.742734,6360531.477065
93838.373858,-79728.269701,6360568.503911
95214.484884,-75030.286176,6360604.960633
96414.984867,-70284.394822,6360640.847229
97435.363275,-65496.549572,6360676.163694

-3838030.419726,4786322.201300,1756220.355381
-3837579.512118,4784952.934565,1760899.128236
-3837126.245409,4783580.904227,1765576.863411
-3836670.619623,4782206.111306,1770253.558156
-3836212.634787,4780828.556823,1774929.209721
-3835752.290929,4779448.241805,1779603.815357
-3835289.588079,4778065.167277,1784277.372314
-3834824.526266,4776679.334267,1788949.877844
-3834357.105523,4775290.743805,1793621.329201
-3833887.325884,4773899.396922,1798291.723636
-3833415.187381,4772505.294652,1802961.058404
-3832940.690052,4771108.438029,1807629.330759
-3832463.833932,4769708.828090,1812296.537957
-3831984.619062,4768306.465874,1816962.677253
-3831503.045480,4766901.352420,1821627.745904
-3831019.113227,4765493.488772,1826291.741167
-3830532.822345,4764082.875972,1830954.660300

4463008.782805,4562745.555331,85407.497297
4459510.293849,4566159.896574,85675.364286
4456009.182933,4569571.549186,85943.231122
4452505.452124,4572980.511152,86211.097805
4448999.103486,4576386.780458,86478.964334
4445490.139089,4579790.355092,86746.830709
4441978.561000,4583191.233044,87014.696928
4438464.371292,4586589.412306,87282.562993
4434947.572037,4589984.890871,87550.428901
4431428.165309,4593377.666732,87818.294654
4427906.153182,4596767.737887,88086.160249
4424381.537736,4600155.102332,88354.025687
4420854.321047,4603539.758068,88621.890968
4417324.505196,4606921.703094,88889.756090
4413792.092264,4610300.935414,89157.621054
4410257.084336,4613677.453032,89425.485858
4406719.483496,4617051.253952,89693.350503

-1870412.946296,5499194.375569,2637801.765456
-1873308.138588,5496721.341226,2640879.255321
-1876201.294379,5494244.991812,2643955.994535
-1879092.410470,5491765.328849,2647031.982227
-1881981.483660,5489282.353861,2650107.217526
-1884868.510750,5486796.068374,2653181.699563
-1887753.488541,5484306.473919,2656255.427468
-1890636.413832,5481813.572027,2659328.400372
-1893517.283423,5479317.364235,2662400.617404
-1896396.094115,5476817.852081,2665472.077697
-1899272.842707,5474315.037105,2668542.780380
-1902147.526000,5471808.920851,2671612.724586
-1905020.140792,5469299.504867,2674681.909446
-1907890.683884,5466786.790700,2677750.334092
-1910759.152075,5464270.779903,2680817.997656
-1913625.542165,5461751.474031,2683884.899269
-1916489.850954,5459228.874643,2686951.038066

3102815.797079,3758166.339425,4108465.436841
3098789.198691,3760899.425065,4108999.853275
3094759.847367,3763628.460234,4109534.219767
3090727.746930,3766353.441791,4110068.536311
3086692.901212,3769074.366598,4110602.802900
3082655.314043,3771791.231520,4111137.019527
3078614.989262,3774504.033426,4111671.186188
3074571.930708,3777212.769187,4112205.302874
3070526.142226,3779917.435677,4112739.369581
3066477.627664,3782618.029775,4113273.386300
3062426.390874,3785314.548362,4113807.353026
3058372.435712,3788006.988323,4114341.269753
3054315.766038,3790695.346544,4114875.136474
3050256.385715,3793379.619919,4115408.953182
3046194.298609,3796059.805340,4115942.719871
3042129.508593,3798735.899706,4116476.436536
3038062.019540,3801407.899917,4117010.103168

-820293.630689,3144542.428360,5475537.243460
-819428.524839,3140412.362799,5478019.787498
-818562.677752,3136280.513886,5480499.103473
-817696.089488,3132146.884175,5482975.189953
-816828.760103,3128011.476221,5485448.045509
-815960.689653,3123874.292579,5487917.668712
-815091.878194,3119735.335807,5490384.058136
-814222.325780,3115594.608463,5492847.212358
-813352.032466,3111452.113107,5495307.129954
-812480.998305,3107307.852301,5497763.809504
-811609.223349,3103161.828607,5500217.249589
-810736.707650,3099014.044589,5502667.448794
-809863.451259,3094864.502812,5505114.405703
-808989.454226,3090713.205843,5507558.118904
-808114.716599,3086560.156250,5509998.586985
-807239.238428,3082405.356601,5512435.808538
-806363.019761,3078248.809468,5514869.782155

-4682131.186126,4319664.900831,401862.087051
-4684056.183017,4317221.505545,405642.729844
-4685978.328882,4314775.642977,409423.227831
-4687897.621795,4312327.315350,413203.579665
-4689814.059831,4309876.524885,416983.783994
-4691727.641067,4307423.273808,420763.839470
-4693638.363582,4304967.564345,424543.744744
-4695546.225457,4302509.398725,428323.498466
-4697451.224774,4300048.779176,432103.099288
-4699353.359615,4297585.707930,435882.545859
-4701252.628067,4295120.187219,439661.836832
-4703149.028215,4292652.219278,443440.970858
-4705042.558149,4290181.806343,447219.946587
-4706933.215958,4287708.950652,450998.762670
-4708820.999733,4285233.654442,454777.417760
-4710705.907568,4282755.919956,458555.910506
-4712587.937558,4280275.749435,462334.239561

-5680736.698880,534234.763457,2851927.299891
-5680955.536948,529366.365053,2852396.007255
-5681170.183006,524497.778149,2852864.695136
-5681380.636720,519629.006346,2853333.363532
-5681586.897762,514760.053248,2853802.012439
-5681788.965804,509890.922458,2854270.641854
-5681986.840525,505021.617578,2854739.251773
-5682180.521602,500152.142215,2855207.842194
-5682370.008720,495282.499971,2855676.413114
-5682555.301564,490412.694454,2856144.964529
-5682736.399822,485542.729268,2856613.496435
-5682913.303188,480672.608021,2857082.008831
-5683086.011355,475802.334320,2857550.501712
-5683254.524022,470931.911772,2858018.975075
-5683418.840891,466061.343985,2858487.428918
-5683578.961664,461190.634569,2858955.863237
-5683734.886050,456319.787132,2859424.278029

-6298009.212085,-1023303.634906,179307.235746
-6297211.586846,-1028099.978628,179879.762887
-6296410.255851,-1032895.704793,180452.288559
-6295605.219567,-1037690.810534,181024.812760
-6294796.478466,-1042485.292990,181597.335483
-6293984.033021,-1047279.149295,182169.856724
-6293167.883707,-1052072.376588,182742.376478
-6292348.031003,-1056864.972005,183314.894742
-6291524.475388,-1061656.932684,183887.411509
-6290697.217343,-1066448.255763,184459.926776
-6289866.257354,-1071238.938379,185032.440538
-6289031.595906,-1076028.977673,185604.952789
-6288193.233488,-1080818.370783,186177.463527
-6287351.170590,-1085607.114848,186749.972744
-6286505.407706,-1090395.207007,187322.480438
-6285655.945331,-1095182.644402,187894.986604
-6284802.783961,-1099969.424172,188467.491236

2632043.680837,3534216.638156,4602547.502570
2627927.103252,3533839.932197,4605170.628686
2623809.855626,3533459.092240,4607792.105704
2619691.942490,3533074.116160,4610411.932701
2615573.368377,3532685.001830,4613030.108750
2611454.137830,3532291.747125,4615646.632928
2607334.255393,3531894.349922,4618261.504311
2603213.725621,3531492.808096,4620874.721975
2599092.553070,3531087.119525,4623486.284999
2594970.742305,3530677.282087,4626096.192461
2590848.297893,3530263.293661,4628704.443438
2586725.224412,3529845.152127,4631311.037011
2582601.526440,3529422.855363,4633915.972260
2578477.208565,3528996.401253,4636519.248265
2574352.275379,3528565.787678,4639120.864107
2570226.731479,3528131.012520,4641720.818868
2566100.581470,3527692.073663,4644319.111631

3834894.876014,-3594928.588368,3609263.488576
3834477.704093,-3591686.440122,3612908.134611
3834057.395225,-3588442.722270,3616551.023178
3833633.948390,-3585197.437717,3620192.152522
3833207.362571,-3581950.589372,3623831.520886
3832777.636749,-3578702.180144,3627469.126516
3832344.769909,-3575452.212947,3631104.967657
3831908.761034,-3572200.690695,3634739.042557
3831469.609109,-3568947.616306,3638371.349464
3831027.313122,-3565692.992700,3642001.886625
3830581.872057,-3562436.822801,3645630.652292
3830133.284904,-3559179.109533,3649257.644714
3829681.550651,-3555919.855824,3652882.862143
3829226.668287,-3552659.064604,3656506.302831
3828768.636802,-3549396.738807,3660127.965032
3828307.455188,-3546132.881368,3663747.846999
