
3555181.000000,4775685.000000,2294018.500000
3551139.000000,4778687.000000,2294026.750000
3547407.000000,4781455.000000,2294035.000000
3543359.750000,4784450.500000,2294043.500000
3539310.500000,4787443.000000,2294052.000000
3535884.750000,4789970.500000,2294060.250000
3531830.750000,4792956.000000,2294068.250000
3527774.000000,4795939.000000,2294076.750000
3523630.000000,4798980.000000,2294084.500000
3519883.000000,4801725.500000,2294093.500000
3516133.000000,4804468.500000,2294101.750000
3512066.000000,4807437.000000,2294109.750000
3508311.750000,4810174.000000,2294118.000000
3504240.500000,4813136.500000,2294126.500000
3500166.500000,4816096.000000,2294135.250000
3496090.000000,4819052.000000,2294143.500000
3492011.000000,4822004.000000,2294151.500000

3710512.250000,-4483698.000000,2612855.750000
3714107.000000,-4480415.500000,2613375.500000
3717698.500000,-4477130.000000,2613895.750000
3721291.500000,-4473838.000000,2614415.250000
3724875.250000,-4470549.500000,2614935.500000
3728457.250000,-4467256.000000,2615455.500000
3732040.250000,-4463957.000000,2615975.250000
3735619.750000,-4460655.000000,2616495.500000
3739196.500000,-4457350.000000,2617015.000000
3742764.750000,-4454046.000000,2617535.000000
3746334.500000,-4450736.500000,2618054.750000
3749899.250000,-4447425.500000,2618574.750000
3753466.750000,-4444106.000000,2619094.500000
3757026.250000,-4440788.500000,2619614.250000
3760587.250000,-4437465.000000,2620133.750000
3764135.500000,-4434145.500000,2620653.500000
3767694.750000,-4430812.500000,2621173.000000

62092.496094,-134315.015625,6360042.500000
65336.378906,-130644.703125,6360086.500000
68462.351563,-126875.664063,6360130.000000
71472.789063,-123008.195313,6360173.000000
74351.671875,-119050.445313,6360215.000000
77106.718750,-114997.804688,6360256.500000
79722.570313,-110860.109375,6360297.000000
82199.968750,-106636.132813,6360337.500000
84533.539063,-102331.687500,6360378.000000
86718.085938,-97949.953125,6360417.000000
88749.671875,-93493.164063,6360456.000000
90619.210938,-88972.031250,6360494.000000
92330.343750,-84381.710938,6360531.500000
93869.210938,-79735.671875,6360569.000000
95237.523438,-75035.718750,6360605.000000
96427.148438,-70286.882813,6360641.000000
97435.359375,-65496.550781,6360676.000000

-3838030.500000,4786322.000000,1756220.375000
-3837578.250000,4784953.000000,1760898.625000
-3837124.750000,4783582.000000,1765576.500000
-3836669.000000,4782206.500000,1770253.000000
-3836211.250000,4780829.000000,1774928.375000
-3835752.000000,4779447.500000,1779602.875000
-3835288.000000,4778065.000000,1784276.250000
-3834823.000000,4776679.500000,1788948.875000
-3834356.500000,4775290.000000,1793620.250000
-3833886.500000,4773898.500000,1798290.625000
-3833413.750000,4772505.500000,1802960.125000
-3832940.500000,4771108.000000,1807628.375000
-3832463.000000,4769709.000000,1812295.625000
-3831984.750000,4768306.000000,1816962.125000
-3831502.500000,4766901.500000,1821627.250000
-3831019.250000,4765494.500000,1826291.625000
-3830532.750000,4764083.000000,1830954.625000

4463009.000000,4562745.500000,85407.500000
4459505.000000,4566165.000000,85675.359375
4456008.000000,4569572.000000,85943.226563
4452489.500000,4572996.500000,86211.093750
4448988.000000,4576397.500000,86478.960938
4445475.000000,4579806.000000,86746.835938
4441968.000000,4583202.000000,87014.695313
4438459.500000,4586595.500000,87282.562500
4434938.000000,4589994.000000,87550.406250
4431424.500000,4593381.000000,87818.289063
4427898.000000,4596776.000000,88086.156250
4424379.500000,4600157.000000,88354.007813
4420839.000000,4603555.500000,88621.890625
4417315.500000,4606931.500000,88889.750000
4413779.000000,4610314.000000,89157.609375
4410251.000000,4613684.500000,89425.484375
4406719.500000,4617051.500000,89693.351563

-1870413.000000,5499194.500000,2637801.750000
-1873308.625000,5496721.000000,2640879.250000
-1876201.250000,5494244.500000,2643955.750000
-1879091.625000,5491765.000000,2647031.500000
-1881980.750000,5489282.500000,2650106.500000
-1884867.625000,5486796.500000,2653181.250000
-1887753.375000,5484306.000000,2656255.000000
-1890635.625000,5481814.000000,2659327.500000
-1893515.750000,5479318.000000,2662400.000000
-1896396.250000,5476818.000000,2665471.250000
-1899272.500000,5474315.000000,2668542.250000
-1902146.625000,5471810.000000,2671612.250000
-1905019.250000,5469300.000000,2674681.500000
-1907890.000000,5466787.000000,2677750.000000
-1910758.500000,5464271.500000,2680818.000000
-1913624.250000,5461752.000000,2683885.000000
-1916489.875000,5459229.000000,2686951.000000

3102815.750000,3758166.250000,4108465.500000
3098790.000000,3760898.750000,4109000.000000
3094761.250000,3763627.250000,4109534.500000
3090729.500000,3766352.750000,4110068.500000
3086697.000000,3769071.500000,4110603.000000
3082658.000000,3771790.000000,4111137.250000
3078612.750000,3774506.750000,4111671.250000
3074576.000000,3777211.000000,4112205.250000
3070523.750000,3779920.500000,4112739.500000
3066474.000000,3782622.250000,4113273.000000
3062427.750000,3785314.500000,4113807.500000
3058371.250000,3788009.000000,4114340.500000
3054318.000000,3790694.500000,4114875.000000
3050254.500000,3793381.750000,4115408.750000
3046194.750000,3796060.000000,4115942.750000
3042124.500000,3798740.500000,4116476.250000
